WISE Name,Catalog,GLong,GLat,RA,Dec,Radius,HII Region,Membership,VLSR,VLSR (Mol.),Molecule,KDAR,Dist.,Err Dist.,Dist. Method,RGal,z
G018.725-00.046,K,18.726,-0.045,276.315,-12.637,747,G018.794+00.140,,63.5,,,,,,,04.4,
G018.733-00.232,Q,18.733,-0.231,276.488,-12.717,15,,,,43.8,NH3,,,,,05.2,
G018.737-00.292,Q,18.738,-0.291,276.545,-12.741,43,,,,,,,,,,,
G018.741+00.250,K,18.741,0.251,276.055,-12.485,68,G018.751+00.254,G018.751+00.254,19.1,,,F,14.2,00.6,HIEA/Kin,06.7,0062
G018.750-00.535,C,18.750,-0.535,276.771,-12.844,64,,,,,,,,,,,
G018.761+00.262,G,18.761,0.263,276.054,-12.462,20,,G018.751+00.254,,20.8,HCO+,F,14.1,00.6,HISA (Mol)/Kin,06.6,0064
G018.762+00.270,G,18.762,0.270,276.047,-12.457,20,,G018.751+00.254,,20.8,HCO+,F,14.1,00.6,HISA (Mol)/Kin,06.6,0066
G018.766+00.262,G,18.766,0.263,276.056,-12.457,20,,G018.751+00.254,,20.8,HCO+,F,14.1,00.6,HISA (Mol)/Kin,06.6,0064
G018.821-00.081,Q,18.822,-0.080,276.393,-12.569,23,,,,122.0,HCO+,,,,,03.1,
G018.824-00.467,G,18.825,-0.467,276.745,-12.746,50,,G018.881-00.493,,63.2,NH3,N,04.5,00.4,HISA (Mol)/Kin,04.5,-036
G018.832-00.300,K,18.832,-0.300,276.597,-12.662,42,G018.832-00.300,,46.4,42.7,HCO+,F,12.4,00.4,HIEA/Kin,05.1,-064
G018.851-00.482,Q,18.852,-0.481,276.771,-12.729,28,,G018.881-00.493,,65.4,13CO,,,,,04.4,
G018.881-00.493,K,18.881,-0.493,276.796,-12.708,109,G018.881-00.493; W39,,65.5,65.4,13CO,N,04.6,00.4,HIEA+HISA/Kin,04.4,-039
G018.884+00.049,C,18.884,0.049,276.306,-12.453,67,,,,49.4,NH3,,,,,05.0,
G018.906-00.626,Q,18.906,-0.626,276.929,-12.748,27,,,,64.5,13CO,,,,,04.4,
G018.914-00.329,K,18.914,-0.329,276.662,-12.603,773,G018.937-00.434,G018.937-00.434,68.0;36.2,,,,,,,,
G018.949-00.492,G,18.950,-0.491,276.827,-12.647,114,,G018.937-00.434,,,,,,,,,
G018.950-00.776,Q,18.951,-0.775,277.085,-12.778,39,,,,,,,,,,,
G018.950-00.011,Q,18.951,-0.011,276.392,-12.422,45,,,,,,,,,,,
G018.978+00.030,K,18.978,0.031,276.368,-12.378,275,G018.954-00.019,,52.3,,,N,04.0,00.4,HIEA+HISA/Kin,04.9,0002
G019.003-00.085,C,19.003,-0.085,276.484,-12.410,24,,,,62.1,NH3,,,,,04.5,
G019.003+00.128,C,19.003,0.128,276.292,-12.311,27,,,,68.0,HCO+,,,,,04.3,
G019.030+00.423,K,19.031,0.424,276.037,-12.148,77,G019.032+00.425,,25.4,,,F,13.7,00.5,HIEA/Kin,06.3,0101
G019.045-00.588,K,19.045,-0.588,276.960,-12.607,120,G019.050-00.593,G019.050-00.593,68.2,68.4,13CO,N,04.7,00.4,HIEA+HISA/Kin,04.3,-048
G019.064-00.282,K,19.064,-0.282,276.692,-12.448,79,G019.070-00.280,G019.070-00.280,64.2,65.2,HCO+,N,04.6,00.4,HIEA+HISA/Kin,04.4,-022
G019.077-00.291,G,19.078,-0.291,276.706,-12.440,31,,G019.070-00.280,,65.2,HCO+,N,04.6,00.4,HISA (Mol)/Kin,04.4,-023
G019.095-00.719,G,19.096,-0.718,277.103,-12.623,157,,G019.050-00.593,,,,,,,,,
G019.110-00.604,G,19.111,-0.603,277.005,-12.556,245,,G019.050-00.593,,,,,,,,,
G019.122-00.263,K,19.123,-0.262,276.702,-12.387,65,G019.124-00.262,,56.0;100.4,101.2,HCO+,,,,,03.5,
G019.134-00.648,Q,19.134,-0.647,277.057,-12.556,46,,,,,,,,,,,
G019.146+00.355,C,19.146,0.355,276.154,-12.078,27,,,,,,,,,,,
G019.146+00.355,C,19.146,0.355,276.154,-12.078,27,,,,,,,,,,,
G019.153-00.310,C,19.154,-0.309,276.759,-12.381,94,,,,,,,,,,,
G019.167-00.018,C,19.167,-0.017,276.502,-12.234,103,,,,,,,,,,,
G019.220-00.642,Q,19.220,-0.642,277.093,-12.477,36,,,,,,,,,,,
G019.254+00.146,Q,19.255,0.147,276.395,-12.080,39,,,,,,,,,,,
G019.309-00.375,Q,19.309,-0.374,276.893,-12.274,73,,,,44.9,HCO+,,,,,05.2,
G019.340-00.170,Q,19.340,-0.170,276.722,-12.152,46,,,,,,,,,,,
G019.356-00.035,Q,19.356,-0.034,276.607,-12.074,26,,,,26.3,HCO+,,,,,06.3,
G019.360-00.014,Q,19.360,-0.014,276.590,-12.061,42,,,,26.3,HCO+,,,,,06.3,
G019.362-00.097,Q,19.362,-0.097,276.667,-12.098,95,,,,,,,,,,,
G019.365-00.030,C,19.366,-0.029,276.607,-12.064,32,,,,26.3,HCO+,,,,,06.3,
G019.389-00.038,Q,19.390,-0.038,276.626,-12.046,61,,,,,,,,,,,
G019.466+00.168,G,19.466,0.168,276.476,-11.882,287,,G019.485+00.138,,,,,,,,,
G019.474+00.169,G,19.474,0.169,276.479,-11.875,38,,G019.485+00.138,,22.2,NH3,,,,,06.6,
G019.480+00.155,K,19.481,0.156,276.494,-11.875,52,G019.485+00.138,G019.485+00.138,19.8,22.2,NH3,F,14.1,00.6,HIEA+HISA/Kin,06.7,0038
G019.489+00.135,K,19.490,0.135,276.517,-11.877,52,G019.485+00.138,G019.485+00.138,19.8,24.8,HCO+,N,01.9,00.6,HISA (Mol)/Kin,06.7,0004
G019.493-00.206,G,19.494,-0.205,276.827,-12.032,19,,G019.504-00.193,,39.4,HCO+,,,,,05.5,
G019.494-00.150,K,19.494,-0.149,276.777,-12.006,116,G019.492-00.150,,32.1;54.6,,,,,,,,
G019.504-00.449,Q,19.504,-0.449,277.053,-12.136,51,,,,63.0,NH3,N,04.5,00.4,IRDC+HISA (Mol)/Kin,04.5,-035
G019.504-00.193,K,19.505,-0.193,276.821,-12.017,51,G019.504-00.193,G019.504-00.193,37.8,39.4,HCO+,F,12.8,00.4,HIEA/Kin,05.6,-043
G019.516+00.084,C,19.517,0.084,276.576,-11.877,58,,,,123.0,NH3,F,09.3,02.8,IRDC+HISA (Mol)/Kin,03.1,0013
G019.554-00.248,K,19.554,-0.248,276.894,-11.999,191,G019.608-00.235,G019.608-00.235,41.0,,,F,12.7,00.4,HIEA+HISA/Kin,05.4,-054
G019.588-00.049,C,19.588,-0.049,276.731,-11.876,62,,,,,,,,,,,
G019.593-00.245,Q,19.593,-0.245,276.910,-11.962,31,,G019.608-00.235,,,,,,,,,
G019.594+00.024,K,19.594,0.024,276.668,-11.837,42,G019.594+00.024,,35.3;124.0,,,,,,,,
G019.604-00.905,K,19.605,-0.905,277.514,-12.259,60,G019.600-00.900,,38.7,34.4,NH3,F,12.8,00.4,H2CO/Kin,05.6,-201
G019.609-00.239,K,19.609,-0.238,276.912,-11.945,86,G019.608-00.235,G019.608-00.235,41.0,41.0,NH3,F,12.6,00.4,IRDC+HISA (Mol)/Kin,05.5,-052
G019.611-00.254,Q,19.612,-0.254,276.927,-11.950,31,,G019.608-00.235,,42.0,NH3,N,03.4,00.4,IRDC+HISA (Mol)/Kin,05.4,-015
G019.614-00.219,Q,19.615,-0.219,276.897,-11.931,31,,G019.608-00.235,,41.2,HCO+,,,,,05.4,
G019.626-00.228,Q,19.627,-0.228,276.911,-11.925,31,,G019.608-00.235,,,,,,,,,
G019.629-00.095,K,19.629,-0.094,276.791,-11.861,327,G019.614-00.132,,58.6,,,F,11.7,00.4,HIEA+HISA/Kin,04.7,-019
G019.631+00.030,Q,19.632,0.031,276.679,-11.800,49,,,,,,,,,,,
G019.666-00.309,K,19.667,-0.308,277.003,-11.927,71,G019.662-00.305,,44.3,,,F,12.5,00.4,HIEA/Kin,05.3,-067
G019.675-00.226,K,19.676,-0.225,276.932,-11.880,211,G019.608-00.235,G019.608-00.235,41.0,,,,,,,05.5,
G019.677-00.134,K,19.677,-0.133,276.849,-11.836,60,G019.671-00.137,,55.0,56.0,NH3,F,11.9,00.4,HIEA+HISA/Kin,04.8,-027
G019.697-00.268,C,19.698,-0.268,276.981,-11.881,25,,,,42.0,NH3,F,12.6,00.4,IRDC+HISA (Mol)/Kin,05.4,-058
G019.716-00.261,C,19.716,-0.261,276.983,-11.861,58,,,,42.0,NH3,F,12.6,00.4,IRDC+HISA (Mol)/Kin,05.4,-057
G019.718-00.239,Q,19.718,-0.238,276.964,-11.849,17,,,,40.5,13CO,,,,,05.5,
G019.728-00.113,K,19.728,-0.113,276.855,-11.782,42,G019.728-00.113,,57.3;120.4,60.0,NH3,F,11.7,00.4,IRDC+HISA (Mol)/Kin,04.7,-023
G019.741+00.280,K,19.741,0.280,276.506,-11.587,42,G019.741+00.280,,16.3,19.3,HCO+,F,14.4,00.7,HIEA/Kin,07.0,0070
G019.754-00.129,C,19.755,-0.128,276.882,-11.765,65,,,,120.0,NH3,F,09.4,00.8,IRDC+HISA (Mol)/Kin,03.2,-020
G019.780+00.286,K,19.781,0.287,276.519,-11.549,111,G019.786+00.285,,-9.3,,,F,17.5,01.3,OG/Kin,09.9,0087
G019.783-00.628,C,19.783,-0.628,277.347,-11.973,487,,,,,,,,,,,
G019.818+00.010,K,19.818,0.010,276.787,-11.645,112,G019.813+00.010,,60.4;118.0,,,,,,,,
G019.821-00.325,Q,19.822,-0.324,277.091,-11.797,63,,,,44.0,NH3,N,03.5,00.4,IRDC+HISA (Mol)/Kin,05.3,-019
G019.832-00.777,Q,19.832,-0.777,277.505,-11.998,47,,,,42.8,CS,,,,,05.4,
G019.868+00.033,Q,19.869,0.033,276.790,-11.589,54,,,,,,,,,,,
G019.876-00.093,Q,19.876,-0.092,276.907,-11.641,27,,,,117.0,NH3,F,09.5,00.7,IRDC+HISA (Mol)/Kin,03.2,-015
G019.883-00.534,Q,19.884,-0.533,277.309,-11.839,50,,,,43.0,NH3,N,03.5,00.4,IRDC+HISA (Mol)/Kin,05.4,-032
G019.971+00.418,C,19.971,0.419,276.491,-11.319,47,,,,16.0,NH3,F,14.4,00.7,IRDC+HISA (Mol)/Kin,07.1,0105
G019.973+00.150,Q,19.974,0.150,276.734,-11.442,231,,,,,,,,,,,
G019.986+00.094,Q,19.986,0.094,276.791,-11.457,29,,,,,,,,,,,
G020.068+00.305,Q,20.069,0.306,276.639,-11.286,91,,,,,,,,,,,
G020.070-00.144,K,20.071,-0.143,277.045,-11.493,32,G020.074-00.141,,42.2,41.0,NH3,F,12.6,00.4,HIEA+HISA/Kin,05.4,-031
G020.077-00.141,K,20.077,-0.140,277.046,-11.486,32,G020.074-00.141,,42.2,41.0,NH3,F,12.6,00.4,IRDC+HISA (Mol)/Kin,05.4,-030
G020.083-00.135,K,20.084,-0.134,277.043,-11.477,32,G020.074-00.141,,42.2,41.0,NH3,F,12.6,00.4,IRDC+HISA (Mol)/Kin,05.4,-029
G020.098-00.123,K,20.098,-0.123,277.040,-11.459,42,G020.098-00.123,,43.4,42.5,13CO,F,12.5,00.4,HIEA/Kin,05.4,-026
G020.139-00.064,Q,20.140,-0.063,277.006,-11.394,29,,,,58.5,HCO+,,,,,04.8,
G020.150-00.335,K,20.150,-0.335,277.256,-11.511,565,G020.209-00.273,,67.3,,,,,,,04.5,
G020.151-00.057,Q,20.152,-0.056,277.005,-11.380,29,,,,63.0,NH3,F,11.5,00.4,IRDC+HISA (Mol)/Kin,04.6,-011
G020.207+00.463,Q,20.208,0.464,276.563,-11.089,36,,,,,,,,,,,
G020.227+00.110,K,20.227,0.110,276.891,-11.237,71,G020.227+00.110,,22.1,,,F,13.9,00.6,HIEA/Kin,06.6,0026
G020.234+00.084,Q,20.235,0.085,276.917,-11.241,17,,,,72.0,NH3,F,11.1,00.4,IRDC+HISA (Mol)/Kin,04.3,0016
G020.297-00.214,Q,20.297,-0.213,277.216,-11.325,38,,,,96.0,NH3,F,10.2,00.4,IRDC+HISA (Mol)/Kin,03.7,-038
G020.321+00.075,C,20.321,0.076,276.967,-11.169,49,,,,67.0,NH3,F,11.3,00.4,IRDC+HISA (Mol)/Kin,04.5,0014
G020.329-00.059,C,20.330,-0.058,277.091,-11.224,62,,,,,,,,,,,
G020.335+00.252,Q,20.335,0.252,276.814,-11.075,63,,,,,,,,,,,
G020.344-00.620,Q,20.345,-0.620,277.606,-11.471,69,,,,,,,,,,,
G020.363-00.014,K,20.363,-0.014,277.067,-11.174,42,G020.363-00.014,,54.1,52.7,HCO+,F,11.9,00.4,HIEA/Kin,04.9,-002
G020.387-00.018,C,20.387,-0.018,277.082,-11.154,53,,,,49.0,NH3,F,12.2,00.4,IRDC+HISA (Mol)/Kin,05.2,-003
G020.427-00.074,C,20.427,-0.074,277.152,-11.144,129,,,,,,,,,,,
G020.432+00.357,C,20.433,0.357,276.765,-10.939,42,,,,-10.4,HCO+,F,17.5,01.4,OG (Mol)/Kin,10.0,0109
G020.455-00.025,C,20.456,-0.025,277.121,-11.097,98,,,,,,,,,,,
G020.457+00.021,K,20.458,0.022,277.080,-11.074,104,G020.450+00.025,,73.8,,,F,11.1,00.4,HIEA/Kin,04.3,0004
G020.483-00.692,Q,20.484,-0.691,277.736,-11.381,46,,,,,,,,,,,
G020.490-00.084,C,20.490,-0.083,277.190,-11.093,70,,,,,,,,,,,
G020.493-00.043,Q,20.494,-0.042,277.154,-11.071,90,,,,,,,,,,,
G020.524+00.501,Q,20.525,0.501,276.679,-10.791,59,,,,25.6,NH3,,,,,06.4,
G020.542-00.179,K,20.542,-0.179,277.301,-11.092,181,G020.533-00.187,,48.6,50.0,NH3,N,03.7,00.4,HIEA/Kin,05.2,-011
G020.550+00.053,C,20.551,0.053,277.095,-10.976,41,,,,123.0,NH3,F,09.1,02.8,IRDC+HISA (Mol)/Kin,03.2,0008
G020.568+00.061,Q,20.569,0.062,277.096,-10.956,35,,,,,,,,,,,
G020.576+00.103,C,20.576,0.104,277.062,-10.930,96,,,,,,,,,,,
G020.710-00.290,C,20.710,-0.289,277.480,-10.994,73,,,,61.9,HCO+,,,,,04.7,
G020.727-00.259,G,20.728,-0.259,277.460,-10.964,248,,G020.733-00.087,,,,,,,,,
G020.728-00.105,K,20.729,-0.104,277.322,-10.892,397,G020.733-00.087,G020.733-00.087,56.3,,,F,11.8,00.4,HIEA+HISA/Kin,04.9,-021
G020.750-00.090,G,20.750,-0.090,277.319,-10.866,30,,G020.733-00.087,,58.0,NH3,F,11.7,00.4,IRDC+HISA (Mol)/Kin,04.8,-018
G020.761-00.066,G,20.762,-0.065,277.302,-10.844,30,,G020.733-00.087,,56.9,NH3,F,11.8,00.4,HISA (Mol)/Kin,04.9,-013
G020.794+00.110,Q,20.795,0.111,277.159,-10.734,36,,,,,,,,,,,
G020.855+00.174,C,20.855,0.174,277.130,-10.650,36,,,,57.8,HCO+,,,,,04.9,
G020.959+00.055,Q,20.960,0.055,277.287,-10.613,47,,,,,,,,,,,
G020.962-00.075,C,20.962,-0.075,277.406,-10.671,20,,,,30.9,HCO+,,,,,06.1,
G020.966-00.455,K,20.967,-0.455,277.750,-10.843,922,G021.143-00.298,G021.143-00.298,38.5,,,F,12.8,00.4,HIEA+HISA/Kin,05.7,-101
G020.974-00.072,C,20.974,-0.072,277.408,-10.659,23,,,,30.9,HCO+,,,,,06.1,
G020.988+00.092,K,20.988,0.092,277.267,-10.571,130,G020.988+00.092,,18.6,19.0,HCO+,F,14.1,00.6,HIEA+HISA/Kin,06.9,0022
G021.004-00.056,K,21.004,-0.056,277.408,-10.626,42,G021.004-00.056,,28.8,31.0,NH3,F,13.4,00.5,HIEA/Kin,06.2,-013
G021.128+00.036,Q,21.128,0.036,277.384,-10.473,129,,,,,,,,,,,
G021.137-00.307,Q,21.138,-0.306,277.697,-10.623,44,,,,35.0,NH3,F,13.0,00.5,IRDC+HISA (Mol)/Kin,05.9,-069
G021.185-00.343,G,21.185,-0.342,277.752,-10.598,55,,G021.143-00.298,,35.0,NH3,F,13.0,00.5,IRDC+HISA (Mol)/Kin,05.9,-077
G021.191-00.321,G,21.191,-0.320,277.735,-10.582,43,,G021.143-00.298,,35.0,NH3,F,13.0,00.5,IRDC+HISA (Mol)/Kin,05.9,-072
G021.248+00.062,Q,21.248,0.063,277.416,-10.354,59,,,,,,,,,,,
G021.250-00.304,C,21.250,-0.304,277.747,-10.522,129,,,,,,,,,,,
G021.290-00.141,C,21.290,-0.140,277.619,-10.411,126,,,,,,,,,,,
G021.310-00.616,Q,21.311,-0.616,278.057,-10.613,24,,,,,,,,,,,
G021.348-00.543,C,21.348,-0.542,278.009,-10.545,222,,,,,,,,,,,
G021.348-00.136,C,21.348,-0.136,277.642,-10.357,76,,,,66.0,NH3,N,04.5,00.4,IRDC+HISA (Mol)/Kin,04.6,-010
G021.356-00.179,C,21.357,-0.178,277.685,-10.370,51,,,,91.0,NH3,F,10.3,00.4,IRDC+HISA (Mol)/Kin,03.9,-032
G021.372-00.228,Q,21.373,-0.228,277.737,-10.378,23,,,,90.0,NH3,F,10.4,00.4,IRDC+HISA (Mol)/Kin,03.9,-041
G021.378-00.295,Q,21.379,-0.295,277.800,-10.404,43,,,,,,,,,,,
G021.386-00.255,K,21.386,-0.254,277.766,-10.379,57,G021.386-00.254,,91.2,91.0,NH3,N,05.5,00.4,HIEA/Kin,03.9,-024
G021.404-00.238,C,21.404,-0.237,277.760,-10.355,82,,,,,,,,,,,
G021.424-00.661,Q,21.425,-0.660,278.151,-10.532,67,,,,,,,,,,,
G021.426-00.546,K,21.427,-0.546,278.049,-10.478,60,G021.440-00.560,,70.2,54.4,13CO,N,04.7,00.4,HIEA+HISA/Kin,04.5,-044
G021.433-00.273,Q,21.433,-0.272,277.805,-10.345,72,,,,,,,,,,,
G021.450-00.590,K,21.451,-0.590,278.099,-10.477,122,G021.460-00.588,,72.7,,,,,,,04.4,
G021.474-00.156,Q,21.475,-0.156,277.720,-10.254,42,,,,,,,,,,,
G021.483-00.237,Q,21.484,-0.237,277.797,-10.284,27,,,,,,,,,,,
G021.494-00.159,C,21.494,-0.158,277.731,-10.239,42,,,,59.0,NH3,F,11.7,00.4,IRDC+HISA (Mol)/Kin,04.9,-032
G021.496-00.463,C,21.496,-0.462,278.006,-10.377,66,,,,,,,,,,,
G021.499-00.239,Q,21.499,-0.238,277.806,-10.271,22,,,,,,,,,,,
G021.521-00.253,C,21.521,-0.253,277.829,-10.258,114,,,,,,,,,,,
G021.541+01.675,Q,21.541,1.676,276.106,-9.344,35,,,,,,,,,,,
G021.560-00.108,K,21.560,-0.108,277.717,-10.157,175,G021.558-00.112,,73.3;117.2,72.9;120.8,13CO,,,,,,
G021.596-00.161,C,21.596,-0.161,277.782,-10.149,25,,,,120.0,NH3,N,06.7,00.1,IRDC+HISA (Mol)/Kin,03.4,-018
G021.596-00.161,C,21.597,-0.161,277.782,-10.149,25,,,,120.0,NH3,N,06.7,00.1,IRDC+HISA (Mol)/Kin,03.4,-018
G021.603-00.169,C,21.603,-0.169,277.792,-10.147,31,,,,,,,,,,,
G021.634-00.003,C,21.634,-0.002,277.656,-10.042,113,,,,,,,,,,,
G021.688+00.074,C,21.688,0.074,277.613,-9.959,75,,,,,,,,,,,
G021.706-00.122,Q,21.706,-0.122,277.798,-10.033,110,,,,,,,,,,,
G021.746-00.035,K,21.746,-0.034,277.738,-9.958,85,G021.744-00.032,,20.0;89.8;64.5,23.0,NH3,F,13.8,00.5,IRDC+HISA (Mol)/Kin,06.7,-008
G021.810-00.057,C,21.810,-0.056,277.788,-9.911,150,,,,,,,,,,,
G021.827+00.042,C,21.827,0.043,277.707,-9.850,145,,,,,,,,,,,
G021.856-00.131,Q,21.857,-0.130,277.876,-9.904,24,,,,,,,,,,,
G021.866+00.045,Q,21.867,0.046,277.722,-9.814,44,,,,,,,,,,,
G021.869+00.231,Q,21.869,0.232,277.557,-9.725,78,,,,,,,,,,,
G021.870-00.162,C,21.870,-0.161,277.910,-9.907,118,,,,,,,,,,,
G021.872-00.044,K,21.873,-0.043,277.806,-9.850,100,G021.877-00.038,,17.1,,,F,14.2,00.6,HIEA/Kin,07.1,-010
G021.873+00.005,K,21.873,0.006,277.761,-9.826,60,G021.870+00.010,,26.9,22.4,CS,F,13.5,00.5,H2CO/Kin,06.4,0001
G021.884-00.318,K,21.884,-0.317,278.058,-9.966,351,G021.902-00.368,,79.5,,,F,10.7,00.4,HIEA+HISA/Kin,04.3,-059
G021.931+00.104,K,21.931,0.104,277.700,-9.730,76,G021.933+00.103,,82.2;40.6,78.8,HCO+,,,,,04.3,
G021.940-00.131,C,21.940,-0.131,277.916,-9.830,49,,,,,,,,,,,
G021.948+00.080,C,21.948,0.080,277.730,-9.726,253,,,,,,,,,,,
G021.976+00.049,C,21.976,0.049,277.771,-9.715,60,,,,,,,,,,,
G021.986+00.107,Q,21.986,0.107,277.723,-9.679,27,,,,,,,,,,,
G022.026+00.212,C,22.026,0.213,277.647,-9.595,101,,,,50.9,13CO,,,,,05.2,
G022.035+00.226,Q,22.035,0.227,277.639,-9.580,22,,,,51.0,HCO+,,,,,05.2,
G022.042+00.225,Q,22.042,0.225,277.644,-9.575,22,,,,51.0,HCO+,,,,,05.2,
G022.090-00.117,K,22.091,-0.117,277.974,-9.690,942,G022.309-00.050,,83.4,,,,,,,04.2,
G022.256-00.882,Q,22.256,-0.882,278.740,-9.896,77,,,,,,,,,,,
G022.357+00.064,K,22.357,0.064,277.936,-9.370,60,G022.360+00.060,,82.5,84.0,NH3,N,05.1,00.4,HIEA+HISA/Kin,04.2,0005
G022.397+00.288,Q,22.397,0.289,277.753,-9.231,51,,,,83.7,13CO,,,,,04.2,
G022.413-00.335,K,22.414,-0.334,278.321,-9.504,251,G022.400-00.370,,80.8,,,,,,,04.3,
G022.424+00.337,C,22.425,0.337,277.723,-9.184,616,,,,,,,,,,,
G022.425+00.298,Q,22.425,0.298,277.758,-9.202,60,,,,,,,,,,,
G022.478-00.015,K,22.478,-0.014,278.063,-9.300,660,G022.398+00.083,G022.398+00.083,87.8,,,,,,,04.1,
G022.482-00.042,Q,22.483,-0.041,278.090,-9.308,34,,,,,,,,,,,
G022.495-00.261,G,22.496,-0.260,278.293,-9.397,233,,G022.398+00.083,,,,,,,,,
G022.531-00.013,Q,22.531,-0.012,278.086,-9.251,40,,,,95.2,13CO,,,,,03.9,
G022.535-00.048,Q,22.535,-0.048,278.120,-9.264,23,,,,,,,,,,,
G022.557-00.017,Q,22.558,-0.016,278.102,-9.230,51,,,,95.4,HCO+,,,,,03.9,
G022.571-00.053,Q,22.571,-0.053,278.142,-9.235,68,,,,,,,,,,,
G022.585-01.081,C,22.585,-1.080,279.073,-9.695,806,,,,,,,,,,,
G022.707+00.388,Q,22.708,0.389,277.809,-8.910,20,,,,115.5,NH3,,,,,03.5,
G022.724-00.010,K,22.724,-0.010,278.174,-9.079,42,G022.724-00.010,,38.9,36.9,HCO+,F,12.7,00.4,HIEA/Kin,05.8,-002
G022.730-00.239,K,22.730,-0.239,278.383,-9.180,58,G022.730-00.239,,71.1;113.7,104.7,HCO+,,,,,03.7,
G022.757-00.246,K,22.757,-0.246,278.402,-9.159,71,G022.755-00.246,G022.755-00.246,106.7;70.2,28.5,13CO,,,,,06.4,
G022.761-00.492,K,22.762,-0.492,278.625,-9.268,157,G022.760-00.485,,74.8,76.0,CS,N,04.8,00.4,HIEA/Kin,04.5,-041
G022.780-00.401,K,22.780,-0.401,278.552,-9.210,99,G022.780-00.383,,70.0,,,F,11.1,00.4,HIEA/Kin,04.6,-077
G022.790-00.347,G,22.791,-0.347,278.508,-9.175,328,,G022.755-00.246,,,,,,,,,
G022.828-00.254,Q,22.828,-0.254,278.442,-9.100,42,,G022.755-00.246,,,,,,,,,
G022.861+00.422,Q,22.861,0.423,277.850,-8.758,22,,,,115.7,HCO+,,,,,03.5,
G022.876+00.153,Q,22.876,0.153,278.099,-8.869,58,,,,,,,,,,,
G022.879+00.645,K,22.879,0.645,277.659,-8.639,422,S57,,29.2,,,N,02.4,00.5,Visible/Kin,06.4,0027
G022.907-00.048,Q,22.907,-0.047,278.293,-8.934,136,,,,,,,,,,,
G022.948+00.040,C,22.948,0.040,278.234,-8.858,42,,,,79.2,HCO+,,,,,04.4,
G022.952-00.317,K,22.953,-0.317,278.557,-9.018,43,G022.947-00.315,,70.9,75.3,13CO,N,04.6,00.4,HIEA/Kin,04.6,-025
G022.973-00.381,Q,22.973,-0.381,278.624,-9.029,22,,G022.982-00.356,,73.6,HCO+,,,,,04.5,
G022.976+00.163,Q,22.976,0.164,278.136,-8.776,13,,,,,,,,,,,
G022.980-00.369,Q,22.981,-0.368,278.616,-9.017,23,,G022.982-00.356,,73.6,HCO+,,,,,04.5,
G022.987-00.155,K,22.988,-0.155,278.428,-8.912,116,G022.986-00.149,,76.6;100.2,,,,,,,,
G022.988-00.360,K,22.989,-0.359,278.612,-9.006,151,G022.982-00.356,G022.982-00.356,74.1,75.1,13CO,N,04.8,00.4,HIEA+HISA/Kin,04.5,-029
G022.996-00.410,Q,22.997,-0.409,278.661,-9.022,23,,,,77.6,HCO+,,,,,04.4,
G023.000+00.117,Q,23.001,0.117,278.189,-8.775,14,,,,,,,,,,,
G023.011-00.421,G,23.012,-0.421,278.678,-9.013,39,,G023.029-00.405,,77.6,HCO+,,,,,04.4,
G023.014-00.358,Q,23.014,-0.357,278.622,-8.982,29,,,,,,,,,,,
G023.015-00.395,Q,23.015,-0.395,278.656,-8.998,19,,G023.029-00.405,,77.6,HCO+,,,,,04.4,
G023.022+00.227,Q,23.022,0.228,278.101,-8.705,20,,,,,,,,,,,
G023.029-00.032,Q,23.029,-0.032,278.336,-8.819,42,,,,,,,,,,,
G023.041-00.399,K,23.042,-0.399,278.672,-8.977,151,G023.029-00.405,G023.029-00.405,76.0,,,,04.6,00.4,Parallax,04.6,-031
G023.058+00.609,Q,23.059,0.609,277.775,-8.497,19,,G023.115+00.556,,,,,,,,,
G023.059-00.642,Q,23.059,-0.642,278.899,-9.073,28,,,,,,,,,,,
G023.063+00.096,Q,23.063,0.096,278.237,-8.729,58,,,,,,,,,,,
G023.067+00.379,C,23.067,0.380,277.985,-8.595,34,,,,,,,,,,,
G023.069-00.031,Q,23.070,-0.031,278.355,-8.782,53,,,,,,,,,,,
G023.094-01.402,C,23.094,-1.401,279.598,-9.390,1188,,,,,,,,,,,
G023.097+00.527,K,23.097,0.527,277.867,-8.500,394,G023.115+00.556; S58,,29.5,,,N,02.4,00.5,HIEA/Kin,06.4,0022
G023.113+00.163,Q,23.113,0.164,278.200,-8.654,22,,,,,,,,,,,
G023.148-00.434,Q,23.149,-0.433,278.753,-8.898,61,,,,78.4,HCO+,,,,,04.4,
G023.154+00.514,Q,23.155,0.514,277.905,-8.455,19,,G023.115+00.556,,,,,,,,,
G023.155-00.321,C,23.156,-0.321,278.655,-8.840,35,,,,74.4,13CO,N,04.8,00.4,HISA (Mol)/Kin,04.5,-026
G023.156-00.264,K,23.157,-0.263,278.604,-8.812,127,G023.142-00.273,,71.7,,,,,,,04.6,
G023.157-00.355,Q,23.157,-0.355,278.686,-8.854,31,,,,,,,,,,,
G023.162+00.514,Q,23.162,0.514,277.909,-8.448,19,,G023.115+00.556,,,,,,,,,
G023.180-00.453,C,23.181,-0.452,278.785,-8.878,58,,,,,,,,,,,
G023.195-00.001,K,23.196,-0.001,278.387,-8.657,60,G023.200+00.000,,90.7,90.7,13CO,F,10.2,00.4,HIEA+HISA/Kin,04.1,
G023.204-00.460,Q,23.204,-0.459,278.802,-8.860,55,,,,,,,,,,,
