WISE Name,Catalog,GLong,GLat,RA,Dec,Radius,HII Region,Membership,VLSR,VLSR (Mol.),Molecule,KDAR,Dist.,Err Dist.,Dist. Method,RGal,z
G014.223+00.020,Q,14.223,0.020,274.063,-16.577,45,,,,,,,,,,,
G014.243-00.554,C,14.243,-0.553,274.600,-16.832,41,,,,,,,,,,,
G014.246-00.074,C,14.247,-0.073,274.160,-16.601,34,,,,60.2,NH3,,,,,04.0,
G014.250-00.013,Q,14.250,-0.013,274.106,-16.569,42,,,,,,,,,,,
G014.258-00.550,Q,14.258,-0.549,274.604,-16.817,17,,,,,,,,,,,
G014.301-01.026,Q,14.302,-1.026,275.064,-17.004,42,,,,,,,,,,,
G014.303+00.140,K,14.304,0.141,273.992,-16.449,183,G014.317+00.134,,30.2,,,,,,,05.5,
G014.321+00.025,C,14.321,0.026,274.106,-16.489,21,,,,,,,,,,,
G014.331-00.640,K,14.332,-0.639,274.723,-16.795,60,G014.330-00.640,,27.6,22.0,NH3,,01.1,00.1,Parallax,07.4,-012
G014.351-00.642,C,14.352,-0.642,274.735,-16.778,58,,,,21.8,NH3,,,,,06.1,
G014.363+00.084,Q,14.363,0.085,274.073,-16.424,31,,,,,,,,,,,
G014.385+00.108,C,14.386,0.108,274.063,-16.392,16,,,,,,,,,,,
G014.391-00.023,K,14.391,-0.023,274.186,-16.450,42,G014.391-00.023,,23.1;54.7,,,,,,,,
G014.392-00.106,K,14.392,-0.106,274.262,-16.488,272,G014.427-00.075,G014.427-00.075,38.9,,,,,,,04.9,
G014.405-00.205,Q,14.406,-0.205,274.360,-16.524,22,,,,,,,,,,,
G014.418+03.954,Q,14.418,3.955,270.585,-14.506,241,,,,,,,,,,,
G014.428-00.503,Q,14.429,-0.503,274.645,-16.645,42,,,,,,,,,,,
G014.433-00.697,Q,14.434,-0.697,274.826,-16.732,50,,G014.445-00.651,,16.9,NH3,,,,,06.5,
G014.440-00.055,Q,14.440,-0.055,274.239,-16.422,59,,G014.478-00.006,,,,,,,,,
G014.448-00.597,Q,14.448,-0.597,274.741,-16.672,63,,G014.427-00.075,,19.8,NH3,,,,,06.3,
G014.478-00.006,K,14.478,-0.006,274.213,-16.366,42,G014.478-00.006,G014.478-00.006,24.4,22.9,NH3,,,,,05.9,
G014.480-00.110,C,14.481,-0.109,274.309,-16.412,48,,,,,,,,,,,
G014.481-00.662,K,14.482,-0.661,274.817,-16.673,268,G014.445-00.651,G014.445-00.651,11.9,,,,,,,07.0,
G014.489+00.020,K,14.489,0.020,274.195,-16.344,42,G014.489+00.020,,28.3,22.9,NH3,,,,,05.6,
G014.495+00.001,Q,14.495,0.002,274.214,-16.347,24,,,,22.9,NH3,,,,,06.0,
G014.512+01.646,Q,14.513,1.647,272.721,-15.545,191,,,,,,,,,,,
G014.524-00.017,Q,14.524,-0.017,274.246,-16.330,42,,,,,,,,,,,
G014.537-00.104,Q,14.538,-0.104,274.332,-16.360,33,,,,,,,,,,,
G014.539+02.765,C,14.540,2.766,271.719,-14.980,369,,,,,,,,,,,
G014.541-00.032,Q,14.542,-0.031,274.268,-16.322,37,,,,,,,,,,,
G014.576+00.091,K,14.576,0.091,274.172,-16.233,428,G014.626+00.087,G014.626+00.087,37.3,,,,,,,05.1,
G014.585+01.564,Q,14.586,1.565,272.832,-15.520,151,,,,,,,,,,,
G014.591-00.125,Q,14.592,-0.125,274.378,-16.322,31,,,,,,,,,,,
G014.598+00.019,G,14.599,0.020,274.249,-16.247,27,,G014.626+00.087,,25.1,NH3,,,,,05.9,
G014.627-00.611,Q,14.627,-0.611,274.842,-16.521,46,,,,,,,,,,,
G014.629+00.302,Q,14.630,0.302,274.006,-16.086,42,,,,26.0,HCO+,,,,,05.8,
G014.634-00.594,Q,14.634,-0.594,274.830,-16.506,44,,,,17.3,HCO+,,,,,06.5,
G014.638+00.632,C,14.639,0.633,273.708,-15.920,42,,,,,,,,,,,
G014.640-00.605,Q,14.640,-0.604,274.842,-16.506,104,,,,,,,,,,,
G014.640-00.780,Q,14.641,-0.779,275.004,-16.589,42,,,,,,,,,,,
G014.646+01.508,Q,14.646,1.509,272.913,-15.494,219,,,,,,,,,,,
G014.662-00.015,Q,14.662,-0.014,274.312,-16.208,175,,,,38.7,HCO+,,,,,05.0,
G014.667-00.477,K,14.667,-0.477,274.739,-16.422,287,G014.680-00.500,,27.5,,,F,13.5,00.6,H2CO/Kin,05.7,-112
G014.748-00.131,Q,14.749,-0.130,274.461,-16.186,132,,,,,,,,,,,
G014.753-00.276,Q,14.753,-0.276,274.597,-16.251,81,,,,,,,,,,,
G014.778-00.334,C,14.779,-0.333,274.662,-16.256,60,,,,33.2,HCO+,,,,,05.3,
G014.844-00.312,Q,14.844,-0.311,274.674,-16.188,31,,,,,,,,,,,
G014.851-00.600,Q,14.851,-0.600,274.942,-16.318,59,,,,,,,,,,,
G014.867+00.060,Q,14.867,0.060,274.345,-15.992,23,,,,,,,,,,,
G014.885-00.311,Q,14.885,-0.310,274.693,-16.151,120,,,,,,,,,,,
G014.888-00.403,Q,14.889,-0.403,274.780,-16.192,42,,,,61.9,HCO+,,,,,04.0,
G014.915-00.416,Q,14.915,-0.415,274.804,-16.174,67,,,,,,,,,,,
G014.921+00.069,C,14.922,0.069,274.364,-15.940,42,,,,26.2,HCO+,,,,,05.8,
G014.924+00.022,Q,14.924,0.023,274.407,-15.959,35,,,,,,,,,,,
G014.948-00.147,Q,14.948,-0.146,274.574,-16.018,24,,,,,,,,,,,
G014.977-00.958,Q,14.977,-0.958,275.333,-16.376,96,,,,,,,,,,,
G014.979-00.665,Q,14.979,-0.664,275.064,-16.236,31,,G015.032-00.687,,18.9,NH3,,,,,06.4,
G014.986-00.122,C,14.987,-0.121,274.570,-15.973,19,,,,49.7,HCO+,,,,,04.5,
G014.990-00.122,C,14.991,-0.121,274.572,-15.969,19,,,,49.7,HCO+,,,,,04.5,
G014.996-00.673,Q,14.997,-0.673,275.081,-16.224,29,,G015.032-00.687,,19.4,NH3,,,,,06.4,
G015.010+00.049,K,15.010,0.050,274.425,-15.871,190,G014.996+00.051,,26.5;63.5,25.9,13CO,,,,,05.8,
G015.017+00.065,Q,15.017,0.065,274.414,-15.858,55,,,,,,,,,,,
G015.075-00.124,C,15.076,-0.123,274.615,-15.895,42,,,,47.8,HCO+,,,,,04.6,
G015.097-00.729,K,15.098,-0.729,275.182,-16.162,1172,G015.032-00.687; M17,,16.8,,,,02.0,00.3,Parallax,06.6,-025
G015.128+03.310,K,15.128,3.310,271.522,-14.202,1135,G015.128+03.310; S46,,18.8,,,,,,,06.4,
G015.129-00.673,Q,15.130,-0.672,275.146,-16.107,30,,G015.032-00.687,,18.4,HCO+,,,,,06.5,
G015.176+00.044,C,15.176,0.044,274.512,-15.727,38,,,,28.9,HCO+,,,,,05.7,
G015.176-00.158,C,15.176,-0.158,274.697,-15.823,24,,,,60.3,HCO+,,,,,04.1,
G015.176+00.044,C,15.176,0.044,274.512,-15.727,38,,,,28.9,HCO+,,,,,05.7,
G015.183-00.152,C,15.184,-0.151,274.694,-15.813,42,,,,60.3,HCO+,,,,,04.1,
G015.183-00.165,C,15.184,-0.164,274.707,-15.819,28,,,,60.3,HCO+,,,,,04.1,
G015.205+00.201,Q,15.206,0.201,274.383,-15.627,42,,,,,,,,,,,
G015.212+00.167,K,15.212,0.168,274.417,-15.637,176,S47,,14.9;49.3,,,,,,,,
G015.277-00.872,Q,15.277,-0.872,275.401,-16.070,66,,G015.032-00.687,,,,,,,,,
G015.278-00.598,Q,15.278,-0.598,275.150,-15.941,37,,,,,,,,,,,
G015.329+00.073,Q,15.330,0.074,274.560,-15.578,92,,,,,,,,,,,
G015.356-00.348,Q,15.356,-0.347,274.959,-15.754,197,,,,,,,,,,,
G015.364-00.417,Q,15.365,-0.416,275.026,-15.779,45,,,,59.5,HCO+,,,,,04.2,
G015.370+00.074,Q,15.370,0.074,274.580,-15.542,37,,,,41.0,HCO+,,,,,05.0,
G015.439-01.118,Q,15.440,-1.117,275.706,-16.042,82,,G015.032-00.687,,,,,,,,,
G015.480-00.387,Q,15.481,-0.387,275.056,-15.663,102,,,,40.7,13CO,,,,,05.0,
G015.495-00.710,Q,15.495,-0.709,275.359,-15.802,934,,,,,,,,,,,
G015.520+00.188,K,15.520,0.188,274.550,-15.356,42,G015.520+00.188,,27.8,,,,,,,05.8,
G015.570-00.491,Q,15.570,-0.490,275.194,-15.632,70,,,,,,,,,,,
G015.655-00.480,Q,15.656,-0.479,275.226,-15.552,20,,,,-5.1,NH3,F,17.4,01.5,OG (Mol)/Kin,09.5,-145
G015.676-00.288,K,15.677,-0.288,275.061,-15.443,305,G015.642-00.239,,61.8,,,F,11.6,00.4,HIEA+HISA/Kin,04.1,-058
G015.880+00.086,Q,15.881,0.086,274.819,-15.087,59,,,,,,,,,,,
G015.883+00.550,K,15.884,0.550,274.398,-14.865,120,G015.895+00.550,,18.3,,,,,,,06.5,
G015.910-00.050,Q,15.911,-0.050,274.958,-15.125,119,,,,,,,,,,,
G015.916+00.326,Q,15.917,0.326,274.618,-14.941,49,,,,,,,,,,,
G015.959-00.002,Q,15.960,-0.001,274.938,-15.058,42,,,,,,,,,,,
G016.079-00.117,Q,16.079,-0.117,275.102,-15.008,27,,,,,,,,,,,
G016.080+00.237,Q,16.080,0.238,274.779,-14.840,31,,,,,,,,,,,
G016.144+00.008,C,16.144,0.008,275.019,-14.891,38,,,,44.8,HCO+,,,,,04.9,
G016.229-00.514,Q,16.230,-0.513,275.537,-15.061,41,,,,,,,,,,,
G016.243+00.039,K,16.244,0.039,275.040,-14.789,42,G016.244+00.041,,44.1,,,,,,,04.9,
G016.258-00.091,G,16.258,-0.091,275.165,-14.837,259,,G016.313-00.162,,,,,,,,,
G016.278-00.490,C,16.278,-0.490,275.539,-15.007,27,,,,,,,,,,,
G016.285-00.143,Q,16.285,-0.143,275.226,-14.838,19,,G016.313-00.162,,,,,,,,,
G016.285-00.171,K,16.286,-0.171,275.252,-14.851,113,G016.313-00.162,G016.313-00.162,49.5,47.6,13CO,N,04.1,00.4,HIEA+HISA/Kin,04.7,-012
G016.295-00.182,G,16.295,-0.181,275.266,-14.847,27,,G016.313-00.162,,,,,,,,,
G016.298-00.271,Q,16.298,-0.270,275.348,-14.887,10,,,,,,,,,,,
G016.301-00.196,G,16.302,-0.196,275.283,-14.849,27,,G016.313-00.162,,,,,,,,,
G016.303-00.205,G,16.303,-0.205,275.291,-14.851,27,,G016.313-00.162,,,,,,,,,
G016.311-00.476,K,16.311,-0.476,275.543,-14.972,42,G016.311-00.476,,4.5,,,,,,,08.0,
G016.313-00.147,K,16.314,-0.147,275.244,-14.815,61,G016.313-00.162,G016.313-00.162,49.5,50.0,HCO+,,,,,04.7,
G016.314-00.748,Q,16.315,-0.747,275.792,-15.096,39,,,,,,,,,,,
G016.323-00.147,G,16.324,-0.147,275.249,-14.806,21,,G016.313-00.162,,50.2,HCO+,,,,,04.7,
G016.329-00.240,Q,16.329,-0.240,275.336,-14.845,31,,,,,,,,,,,
G016.331-00.158,G,16.331,-0.157,275.261,-14.804,21,,G016.313-00.162,,50.2,HCO+,,,,,04.7,
G016.335-00.075,Q,16.336,-0.075,275.189,-14.762,11,,,,,,,,,,,
G016.335-00.581,Q,16.336,-0.580,275.650,-14.999,26,,,,,,,,,,,
G016.346-00.239,Q,16.347,-0.239,275.344,-14.829,36,,G016.361-00.209,,,,,,,,,
G016.352-00.179,G,16.352,-0.178,275.291,-14.796,94,,G016.361-00.209,,,,,,,,,
G016.360-00.211,K,16.360,-0.211,275.324,-14.804,33,G016.361-00.209,G016.361-00.209,46.4,49.0,HCO+,,,,,04.8,
G016.361-00.200,G,16.361,-0.199,275.315,-14.798,19,,G016.361-00.209,,49.0,HCO+,,,,,04.7,
G016.362-00.059,Q,16.362,-0.059,275.187,-14.731,42,,,,46.8,HCO+,,,,,04.8,
G016.363-00.559,K,16.364,-0.558,275.643,-14.964,232,G016.368-00.515,,42.7,,,,,,,05.0,
G016.369-00.211,Q,16.369,-0.211,275.329,-14.796,19,,,,49.0,HCO+,,,,,04.7,
G016.380-00.100,Q,16.381,-0.099,275.233,-14.734,42,,,,,,,,,,,
G016.380-00.308,K,16.381,-0.308,275.423,-14.832,42,G016.381-00.308,,44.8;14.5,,,,,,,,
G016.390-00.138,K,16.391,-0.138,275.273,-14.743,37,G016.392-00.136,,47.1,,,,,,,04.8,
G016.411-00.056,Q,16.411,-0.055,275.207,-14.686,178,,,,,,,,,,,
G016.419-00.371,K,16.419,-0.371,275.499,-14.828,42,G016.419-00.371,,10.1;45.9;95.8,,,,,,,,
G016.424-00.201,K,16.425,-0.200,275.346,-14.742,60,G016.431-00.199,G016.431-00.199,44.5,48.8,13CO,N,03.9,00.4,HIEA+HISA/Kin,04.9,-013
G016.436-00.809,Q,16.436,-0.808,275.907,-15.018,131,,,,,,,,,,,
G016.442-00.211,G,16.442,-0.210,275.364,-14.731,31,,G016.431-00.199,,45.4,HCO+,,,,,04.9,
G016.444-00.195,G,16.444,-0.195,275.351,-14.722,31,,G016.431-00.199,,45.4,HCO+,,,,,04.9,
G016.560+00.002,C,16.561,0.003,275.228,-14.527,35,,,,,,,,,,,
G016.577-00.038,Q,16.577,-0.038,275.272,-14.531,13,,,,59.1,HCO+,,,,,04.3,
G016.580-00.045,Q,16.580,-0.045,275.280,-14.532,13,,,,59.8,NH3,,,,,04.3,
G016.582-00.051,Q,16.582,-0.050,275.286,-14.533,13,,,,59.8,NH3,,,,,04.3,
G016.583-00.053,Q,16.583,-0.053,275.289,-14.533,29,,,,59.8,NH3,,,,,04.3,
G016.584-00.036,Q,16.584,-0.036,275.274,-14.524,13,,,,59.8,NH3,,,,,04.3,
G016.593-00.462,Q,16.593,-0.462,275.667,-14.716,25,,,,42.8,HCO+,,,,,05.0,
G016.648-00.357,K,16.648,-0.357,275.598,-14.618,485,G016.614-00.324; S48,,44.9,,,F,12.4,00.4,HIEA+HISA/Kin,04.9,-077
G016.700-00.513,Q,16.701,-0.513,275.765,-14.645,15,,,,,,,,,,,
G016.710+01.300,Q,16.710,1.301,274.121,-13.781,189,,,,20.0,NH3,,,,,06.5,
G016.747+00.024,Q,16.747,0.024,275.298,-14.352,20,,,,,,,,,,,
G016.770+00.019,C,16.770,0.020,275.314,-14.334,74,,,,,,,,,,,
G016.783+00.042,C,16.783,0.043,275.299,-14.312,38,,,,,,,,,,,
G016.794+00.061,Q,16.794,0.062,275.287,-14.293,33,,,,,,,,,,,
G016.798+00.126,Q,16.798,0.126,275.231,-14.259,33,,,,15.0,HCO+,,,,,06.9,
G016.798+00.023,Q,16.799,0.024,275.324,-14.307,16,,,,,,,,,,,
G016.800+00.060,Q,16.800,0.061,275.291,-14.288,17,,,,,,,,,,,
G016.819+00.471,Q,16.819,0.471,274.927,-14.078,55,,,,,,,,,,,
G016.822-00.349,C,16.823,-0.349,275.675,-14.461,23,,,,51.5,NH3,,,,,04.7,
G016.835+00.071,Q,16.835,0.072,275.298,-14.252,34,,,,62.5,HCO+,,,,,04.2,
G016.842-00.025,Q,16.843,-0.025,275.390,-14.291,24,,,,,,,,,,,
G016.856-01.156,K,16.857,-1.155,276.428,-14.808,718,G016.808-01.072; S50,,20.4,,,,,,,06.5,
G016.861+00.115,K,16.862,0.115,275.271,-14.208,195,G016.893+00.126,,42.3,,,,,,,05.1,
G016.886+00.081,Q,16.887,0.081,275.314,-14.202,14,,,,,,,,,,,
G016.905-00.662,Q,16.905,-0.661,276.000,-14.534,34,,,,,,,,,,,
G016.927+00.959,Q,16.927,0.960,274.536,-13.752,46,,G016.995+00.868,,20.9,NH3,,,,,06.4,
G016.944-00.074,K,16.944,-0.073,275.483,-14.224,42,G016.943-00.074,,-4.5,-4.2,HCO+,F,17.1,01.3,OG/Kin,09.3,-021
G016.961-00.087,C,16.961,-0.086,275.503,-14.215,30,,,,,,,,,,,
G016.993+00.873,K,16.993,0.874,274.646,-13.734,1124,G016.995+00.868; M16,,26.7,,,,,,,06.0,
G016.994+00.000,Q,16.994,0.001,275.440,-14.145,41,,,,,,,,,,,
G017.004-00.061,K,17.005,-0.060,275.501,-14.164,66,G017.006-00.069,,92.3,,,,,,,03.4,
G017.029-00.070,G,17.030,-0.070,275.521,-14.147,23,,G017.031-00.060,,93.3,HCO+,,,,,03.4,
G017.032-00.052,K,17.032,-0.051,275.506,-14.136,66,G017.031-00.060,G017.031-00.060,92.5,,,,,,,03.4,
G017.037+00.320,Q,17.038,0.321,275.170,-13.956,461,,,,,,,,,,,
G017.071-00.772,Q,17.071,-0.771,276.180,-14.439,42,,,,,,,,,,,
G017.073-00.096,Q,17.073,-0.096,275.566,-14.121,164,,G017.031-00.060,,,,,,,,,
G017.114-00.113,K,17.114,-0.112,275.601,-14.092,57,G017.115-00.111,,93.0,92.4,HCO+,,,,,03.4,
G017.117+00.555,Q,17.118,0.556,274.995,-13.775,107,,,,,,,,,,,
G017.125+00.144,Q,17.126,0.144,275.373,-13.961,29,,,,,,,,,,,
G017.221-00.187,C,17.221,-0.187,275.720,-14.033,27,,,,-4.7,HCO+,F,17.1,01.3,OG (Mol)/Kin,09.3,-055
G017.233-00.183,Q,17.233,-0.183,275.722,-14.020,21,,,,-4.7,HCO+,F,17.1,01.3,OG (Mol)/Kin,09.3,-054
G017.290-00.202,K,17.290,-0.202,275.768,-13.979,42,G017.290-00.202,,45.2,44.6,13CO,,,,,05.0,
G017.315+00.389,C,17.316,0.389,275.242,-13.678,78,,,,,,,,,,,
G017.330+00.428,Q,17.330,0.429,275.214,-13.647,42,,,,,,,,,,,
G017.336-00.146,K,17.337,-0.145,275.738,-13.911,102,G017.337-00.142,,-6.2,,,F,17.3,01.4,OG/Kin,09.6,-043
G017.367-00.058,K,17.368,-0.058,275.674,-13.843,103,G017.364-00.038,G017.364-00.038,60.5,,,,,,,04.4,
G017.373-00.030,Q,17.373,-0.029,275.651,-13.825,29,,G017.364-00.038,,,,,,,,,
G017.414+00.377,K,17.414,0.377,275.301,-13.598,42,G017.414+00.377,,24.7,,,,,,,06.2,
G017.429-00.139,Q,17.429,-0.138,275.777,-13.826,42,,,,,,,,,,,
G017.440-00.664,Q,17.441,-0.664,276.261,-14.062,109,,,,,,,,,,,
G017.448-00.082,K,17.448,-0.081,275.734,-13.783,88,G017.446-00.075,,63.8,,,,,,,04.3,
G017.449+00.813,Q,17.449,0.813,274.922,-13.361,42,,,,21.3,NH3,,,,,06.4,
G017.459-00.199,Q,17.459,-0.199,275.846,-13.828,37,,,,,,,,,,,
G017.465-00.234,Q,17.466,-0.234,275.881,-13.839,40,,,,53.1,HCO+,,,,,04.7,
G017.475+00.128,Q,17.476,0.128,275.557,-13.660,68,,,,,,,,,,,
G017.482+00.823,Q,17.482,0.823,274.930,-13.327,27,,,,,,,,,,,
G017.502-00.211,Q,17.503,-0.210,275.878,-13.795,66,,,,,,,,,,,
G017.554+00.166,C,17.555,0.166,275.561,-13.573,21,,,,20.6,HCO+,,,,,06.5,
G017.560+00.016,Q,17.561,0.016,275.700,-13.638,34,,,,,,,,,,,
G017.564+00.165,C,17.565,0.165,275.567,-13.564,39,,,,20.6,HCO+,,,,,06.5,
G017.570+00.093,C,17.570,0.093,275.634,-13.593,42,,,,,,,,,,,
G017.576+00.057,Q,17.577,0.057,275.670,-13.604,19,,,,,,,,,,,
G017.584+00.088,K,17.584,0.088,275.646,-13.583,18,G017.593+00.092,G017.593+00.092,21.6;48.0,16.6,HCO+,,,,,06.8,
G017.586+00.098,Q,17.586,0.099,275.637,-13.577,10,,G017.593+00.092,,16.6,HCO+,,,,,06.8,
G017.590+00.092,K,17.590,0.092,275.645,-13.576,18,G017.593+00.092,G017.593+00.092,21.6;48.0,16.6,HCO+,,,,,06.8,
G017.594+00.087,K,17.594,0.088,275.651,-13.574,18,G017.593+00.092,G017.593+00.092,21.6;48.0,16.6,HCO+,,,,,06.8,
G017.602+00.067,Q,17.603,0.067,275.674,-13.576,26,,,,,,,,,,,
G017.625+00.048,K,17.625,0.048,275.702,-13.566,42,G017.625+00.048,,23.6,18.5,HCO+,,,,,06.3,
G017.629+00.123,Q,17.630,0.124,275.636,-13.526,66,,,,,,,,,,,
G017.638+00.157,K,17.638,0.158,275.609,-13.503,53,G017.640+00.150,,25.2,22.2,NH3,F,13.7,00.6,H2CO/Kin,06.2,0037
G017.652+00.150,Q,17.652,0.150,275.622,-13.494,25,,,,22.5,HCO+,,,,,06.4,
G017.677-00.658,Q,17.678,-0.658,276.369,-13.850,28,,,,,,,,,,,
G017.690-00.092,Q,17.691,-0.092,275.861,-13.573,58,,,,,,,,,,,
G017.711-00.391,Q,17.711,-0.390,276.142,-13.695,91,,,,,,,,,,,
G017.745-00.369,Q,17.746,-0.368,276.139,-13.654,95,,,,,,,,,,,
G017.756-00.195,Q,17.756,-0.194,275.986,-13.564,23,,,,,,,,,,,
G017.804+00.073,Q,17.805,0.074,275.766,-13.395,19,,,,,,,,,,,
G017.818+00.067,C,17.819,0.067,275.778,-13.386,83,,,,,,,,,,,
G017.838+01.185,Q,17.839,1.186,274.774,-12.841,42,,,,,,,,,,,
G017.858+00.120,Q,17.858,0.120,275.749,-13.326,23,,,,,,,,,,,
G017.862+00.079,Q,17.863,0.079,275.788,-13.341,36,,,,113.2,HCO+,,,,,03.1,
G017.891-00.445,Q,17.892,-0.445,276.278,-13.561,109,,,,,,,,,,,
G017.921+00.002,Q,17.921,0.002,275.886,-13.326,36,,,,,,,,,,,
G017.928-00.677,K,17.928,-0.677,276.507,-13.637,164,G017.928-00.677,,39.1,,,F,12.8,00.4,HIEA/Kin,05.4,-151
G017.984+00.127,C,17.984,0.127,275.803,-13.211,43,,,,,,,,,,,
G017.990-00.112,C,17.990,-0.111,276.023,-13.318,64,,,,,,,,,,,
G018.066-00.299,Q,18.067,-0.298,276.229,-13.338,43,,G018.097-00.324,,45.9,HCO+,,,,,05.1,
G018.067-00.262,Q,18.067,-0.262,276.197,-13.321,38,,G018.097-00.324,,,,,,,,,
G018.068-00.013,C,18.068,-0.012,275.970,-13.203,92,,,,,,,,,,,
G018.076+00.068,K,18.076,0.068,275.901,-13.158,76,G018.077+00.071,,58.2,,,F,11.8,00.4,HIEA/Kin,04.5,0014
G018.086+00.103,Q,18.086,0.104,275.874,-13.132,29,,,,,,,,,,,
G018.096-00.322,K,18.096,-0.321,276.264,-13.323,78,G018.097-00.324,G018.097-00.324,50.8,55.5,HCO+,,,,,04.8,
G018.104+00.051,Q,18.104,0.051,275.930,-13.141,25,,,,,,,,,,,
G018.136+00.016,C,18.137,0.017,275.977,-13.129,119,,,,,,,,,,,
G018.144+00.180,C,18.144,0.180,275.832,-13.046,69,,,,,,,,,,,
G018.144-00.281,K,18.145,-0.280,276.250,-13.261,183,G018.143-00.289,,53.9,56.2,HCO+,N,04.2,00.4,HIEA+HISA/Kin,04.7,-020
G018.152+00.090,K,18.152,0.091,275.917,-13.080,93,G018.156+00.099,,53.0,55.7,HCO+,N,04.1,00.4,HIEA/Kin,04.8,0006
G018.165+00.337,C,18.166,0.337,275.700,-12.953,43,,,,,,,,,,,
G018.178+00.110,Q,18.178,0.111,275.912,-13.048,19,,,,,,,,,,,
G018.186+00.553,Q,18.186,0.553,275.515,-12.833,75,,,,,,,,,,,
G018.187-00.415,K,18.187,-0.415,276.393,-13.286,226,G018.185-00.397,,43.2,48.6,13CO,N,03.6,00.4,HIEA+HISA/Kin,05.2,-026
G018.195-00.171,K,18.195,-0.171,276.175,-13.165,64,G018.197-00.181,G018.197-00.181,46.1,51.6,13CO,F,12.4,00.4,HIEA+HISA/Kin,05.1,-036
G018.209-00.188,Q,18.210,-0.188,276.198,-13.160,40,,G018.197-00.181,,,,,,,,,
G018.216-00.225,G,18.216,-0.224,276.234,-13.171,57,,G018.258-00.297,,55.6,HCO+,,,,,04.7,
G018.218+00.397,K,18.219,0.398,275.671,-12.877,174,G018.236+00.395,,-0.4,,,F,16.3,01.1,HIEA/Kin,08.7,0113
G018.230-00.250,G,18.231,-0.250,276.264,-13.170,70,,G018.258-00.297,,,,,,,,,
G018.242-00.218,G,18.243,-0.218,276.241,-13.145,60,,G018.258-00.297,,,,,,,,,
G018.253-00.298,K,18.253,-0.298,276.319,-13.173,205,G018.258-00.297; S53,,50.9,51.3,13CO,N,04.0,00.4,HIEA+HISA/Kin,04.9,-020
G018.305-00.391,K,18.305,-0.391,276.428,-13.171,60,G018.305-00.391,,32.7,32.7,NH3,N,03.0,00.5,HIEA+HISA/Kin,05.8,-020
G018.319-00.733,Q,18.320,-0.733,276.745,-13.317,28,,,,,,,,,,,
G018.329+00.024,K,18.329,0.024,276.063,-12.955,96,G018.324+00.026,,50.4,,,F,12.2,00.4,HIEA/Kin,04.9,0005
G018.341-00.227,Q,18.342,-0.226,276.296,-13.061,389,,,,,,,,,,,
G018.371-00.382,Q,18.371,-0.382,276.451,-13.108,26,,,,44.3,NH3,N,03.7,00.4,HISA (Mol)/Kin,05.2,-024
G018.387+00.143,Q,18.387,0.143,275.983,-12.848,16,,,,,,,,,,,
G018.426+01.922,G,18.426,1.923,274.394,-11.976,3071,,G018.252+01.892,,,,,,,,,
G018.441+00.013,G,18.441,0.013,276.127,-12.861,33,,G018.460+00.000,,53.5,13CO,,,,,04.8,
G018.442-00.006,G,18.443,-0.006,276.145,-12.869,15,,G018.460+00.000,,53.5,13CO,,,,,04.8,
G018.451-00.016,K,18.451,-0.016,276.157,-12.866,64,G018.460+00.000,G018.460+00.000,56.5,52.2,CS,F,11.9,00.4,H2CO/Kin,04.7,-003
G018.461-00.003,K,18.461,-0.003,276.151,-12.851,28,G018.460+00.000,G018.460+00.000,56.5,50.9,HCO+,F,11.9,00.4,H2CO/Kin,04.7,
G018.490-00.018,Q,18.490,-0.018,276.178,-12.832,35,,,,,,,,,,,
G018.518+00.307,Q,18.518,0.308,275.897,-12.655,18,,,,,,,,,,,
G018.521+00.310,Q,18.521,0.310,275.896,-12.652,28,,,,,,,,,,,
G018.565-00.507,Q,18.565,-0.507,276.657,-12.994,84,,,,,,,,,,,
G018.584+00.344,K,18.584,0.344,275.895,-12.580,42,G018.584+00.344,,10.8,19.2,HCO+,F,15.0,00.8,HIEA/Kin,07.4,0089
G018.594+00.321,G,18.594,0.322,275.921,-12.581,187,,G018.630+00.309,,19.2,HCO+,,,,,06.7,
G018.630+00.309,K,18.630,0.309,275.949,-12.556,42,G018.630+00.309,G018.630+00.309,14.0,19.3,NH3,,,,,07.1,
G018.631-00.492,C,18.632,-0.492,276.676,-12.928,192,,,,,,,,,,,
G018.632+00.256,C,18.632,0.256,275.998,-12.578,68,,,,,,,,,,,
G018.657-00.057,K,18.657,-0.056,276.293,-12.703,82,G018.660-00.060,,44.1,45.6,HCO+,F,12.5,00.4,H2CO/Kin,05.2,-012
G018.665+00.029,C,18.665,0.029,276.219,-12.656,17,,,,80.8,HCO+,F,10.8,00.4,HISA (Mol)/Kin,03.9,0005
G018.667+00.050,Q,18.667,0.050,276.201,-12.644,21,,,,81.1,NH3,F,10.8,00.4,HISA (Mol)/Kin,03.9,0009
G018.669+01.965,K,18.670,1.965,274.474,-11.741,272,G018.252+01.892; S54,,29.8,,,,,,,06.0,
G018.677-00.236,K,18.677,-0.236,276.465,-12.769,69,G018.677-00.236,,42.6;61.9,45.2,HCO+,,,,,05.2,
G018.697-00.225,Q,18.698,-0.225,276.465,-12.746,16,,,,44.3,HCO+,,,,,05.2,
G018.710+00.000,C,18.711,0.000,276.267,-12.629,45,,,,28.3,HCO+,,,,,06.1,
G018.720-00.233,C,18.720,-0.233,276.483,-12.730,15,,,,43.8,NH3,,,,,05.2,
